SMILES,Drugbank-ID,CAS Number,Name,Synonyms,Drug Type,Affected Organism,Dosage Form,Dosage Route,Dosage,Indication
O=C1N=C([H])N=C2N(N(C([H])=C12)[H])[H],"DB00437
DB03027",315-30-0,Allopurinol,"1,5-Dihydro-4H-pyrazolo(3,4-d)pyrimidin-4-one
1,5-Dihydro-4H-pyrazolo(3,4-d)pyrimidine-4-one
1H-Pyrazolo(3,4-d)pyrimidin-4-ol
4-HPP
4-Hydroxy-1H-pyrazolo(3,4-d)pyrimidine
4-Hydroxy-3,4-pyrazolopyrimidine
4-Hydroxypyrazolo(3,4-d)pyrimidine
4-Hydroxypyrazolopyrimidine
4-Hydroxypyrazolyl(3,4-d)pyrimidine
4'-Hydroxypyrazolol(3,4-d)pyrimidine
4H-Pyrazolo(3,4-d)pyrimidin-4-one
Allopurinolum
Alopurinol",small molecule,Humans and other mammals,"Tablet
Tablet
Tablet, coated
Tablet, coated
Tablet
Injection, powder, lyophilized, for solution
Tablet, film coated
Tablet
Tablet","Oral
Oral
Oral
Oral
Oral
Intravenous
Oral
Oral
Oral","100 mg/1
300 mg/1
100 mg/1
300 mg/1
200 mg
500 mg/25mL
100 mg
300 mg","For the treatment of hyperuricemia associated with primary or secondary gout. Also indicated for the treatment of primary or secondary uric acid nephropathy, with or without the symptoms of gout, as well as chemotherapy-induced hyperuricemia and recurrent renal calculi."
C(OC1=C([H])C(C(C2=C(N([H])[H])N=C(N([H])[H])N=C2[H])([H])[H])=C([H])C(OC([H])([H])[H])=C1OC([H])([H])[H])([H])([H])[H],DB00440,738-70-5,Trimethoprim,"2,4-Diamino-5-(3,4,5-trimethoxybenzyl)pyrimidine
5-[(3,4,5-Trimethoxyphenyl)methyl]-2,4-pyrimidinediamine
Trimethoprim
Trim��thoprime
Trimethoprimum
Trimetoprima",small molecule,"Gram negative and gram positive bacteria
Listeria monocytogenes
Escherichia coli","Liquid
Liquid
Solution / drops
Solution
Solution
Injection
Injection, solution, concentrate
Suspension
Tablet
Tablet
Solution
Tablet
Tablet","Intravenous
Ophthalmic
Ophthalmic
Oral
Intravenous
Intravenous
Intravenous
Oral
Oral
Oral
Ophthalmic
Oral
Oral","50 mg/5mL
100 mg/1
100 mg
200 mg","For the treatment of urinary tract infections, uncomplicated pyelonephritis (with sulfamethoxazole) and mild acute prostatitis. May be used as pericoital (with sulfamethoxazole) or continuous prophylaxis in females with recurrent cystitis. May be used as an alternative to treat asymptomatic bacteriuria during pregnancy (only before the last 6 weeks of pregnancy). Other uses include: alternative agent in respiratory tract infections (otitis, sinusitus, bronchitis and pneumonia), treatment of Pneumocystis jirovecii pneumonia (acute or prophylaxis), Nocardia infections, and traveller's diarrhea."
FC1=C([H])C([H])=C(C(=O)C(C(C(N2C([H])([H])C([H])([H])C(N3C(=O)N([H])C4=C3C(=C(C(=C4[H])[H])[H])[H])=C([H])C2([H])[H])([H])[H])([H])[H])([H])[H])C([H])=C1[H],DB00450,548-73-2,Droperidol,"1-(1-(3-(P-Fluorobenzoyl)propyl)-1,2,3,6-tetrahydro-4-pyridyl)-2-benzimidazolinone
1-(1-(4-(P-Fluorophenyl)-4-oxobutyl)-1,2,3,6-tetrahydro-4-pyridyl)-2-benzimidazolinone
1-{1-[4-(4-fluoro-phenyl)-4-oxo-butyl]-1,2,3,6-tetrahydro-pyridin-4-yl}-1,3-dihydro-benzoimidazol-2-one
1-{1-[4-(4-fluorophenyl)-4-oxobutyl]-1,2,3,6-tetrahydro-4-pyridinyl}-2,3-dihydro-1H-benzo[D]imidazol-2-one
Droperidol
Drop��ridol
Droperidolo
Droperidolum",small molecule,Humans and other mammals,"Injection, solution
Solution
Injection
Liquid
Liquid","Intramuscular; Intravenous
Intramuscular; Intravenous
Intramuscular; Intravenous
Intramuscular; Intravenous
Intramuscular; Intravenous","2.5 mg/mL
2.5 mg
2.5 mg/mL
2.5 mg",Droperidol is ssed to produce tranquilization and to reduce the incidence of nausea and vomiting in surgical and diagnostic procedures.
C(C(OC(=O)C1(C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C1([H])[H])C1=C([H])C([H])=C([H])C([H])=C1[H])([H])[H])([H])([H])[H],DB00454,57-42-1,Pethidine,"Isonipeca��ne
Meperidine
Pethidin
P��thidine
Pethidine dbl
Pethidinum
Petidina
Petydyna
Sauteralgyl
Spasmedal
Spasmodolin",small molecule,Humans and other mammals,"Injection, solution
Injection, solution
Injection, solution
Injection, solution
Injection, solution
Injection, solution
Injection, solution
Tablet
Liquid
Liquid
Liquid
Liquid
Solution
Solution
Liquid
Injection, solution
Solution
Solution
Solution
Solution
Solution
Injection
Injection
Injection
Injection
Solution
Tablet
Tablet
Tablet
Tablet
Capsule
Solution","Intramuscular; Intravenous; Subcutaneous
Intramuscular; Intravenous; Subcutaneous
Intramuscular; Intravenous; Subcutaneous
Intramuscular; Intravenous; Subcutaneous
Intramuscular; Intravenous; Subcutaneous
Intramuscular; Intravenous; Subcutaneous
Intramuscular; Intravenous; Subcutaneous
Oral
Intramuscular; Intravenous; Subcutaneous
Intramuscular; Subcutaneous
Intramuscular; Intravenous; Subcutaneous
Intramuscular; Subcutaneous
Intramuscular; Subcutaneous
Intramuscular; Subcutaneous
Intramuscular; Intravenous; Subcutaneous
Intravenous
Intramuscular; Intravenous; Subcutaneous
Intramuscular; Intravenous; Subcutaneous
Intramuscular; Intravenous; Subcutaneous
Intramuscular; Intravenous; Subcutaneous
Intramuscular; Intravenous; Subcutaneous
Intramuscular
Intramuscular; Intravenous; Subcutaneous
Intramuscular; Intravenous; Subcutaneous
Intramuscular; Intravenous; Subcutaneous
Oral
Oral
Oral
Oral
Oral
Oral
Intravenous","100 mg/2mL
100 mg/mL
25 mg/.5mL
25 mg/mL
50 mg/mL
75 mg/1.5mL
75 mg/mL
50 mg
50 mg
50 mg
100 mg
100 mg
100 mg
50 mg
75 mg
10 mg/mL
100 mg
10 mg
25 mg
50 mg
75 mg
50 mg/mL
100 mg/mL
25 mg/mL
50 mg/mL
50 mg/5mL
100 mg/1
150 mg/1
50 mg/1
75 mg/1
10 mg",Used to control moderate to severe pain.
C(C(OC(=O)N1C([H])([H])C([H])([H])C(=C2C3=C(C(=C(Cl)C(=C3[H])[H])[H])C([H])([H])C([H])([H])C3=C2N=C(C(=C3[H])[H])[H])C([H])([H])C1([H])[H])([H])[H])([H])([H])[H],DB00455,79794-75-5,Loratadine,"Loratadina
Loratadinum",small molecule,Humans and other mammals,"Tablet
Tablet
Liquid
Solution
Tablet, chewable
Tablet, multilayer, extended release
Tablet, orally disintegrating
Tablet, orally disintegrating
Tablet, orally disintegrating
Syrup
Tablet, extended release
Capsule, liquid filled
Tablet, orally disintegrating
Tablet, film coated, extended release
Capsule
Tablet, film coated
Tablet, film coated","Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral","10 mg
10 mg/1
5 mg/5mL
5 mg/5mL
5 mg/1
10 mg
5 mg
5 mg/1
1 mg
10 mg/1
10 mg/1
10 mg
10 mg/1","A self-medication that is used alone or in combination with pseudoephedrine sulfate for the symptomatic relief of seasonal allergic rhinitis. Also used for the symptomatic relief of pruritus, erythema, and urticaria associated with chronic idiopathic urticaria in patients (not for children under 6 unless directed by a clincian)."
C(OC1=C(OC([H])([H])[H])C([H])=C2C(N([H])[H])=NC(=NC2=C1[H])N1C([H])([H])C([H])([H])N(C(=O)C2=C([H])C([H])=C([H])O2)C([H])([H])C1([H])[H])([H])([H])[H],DB00457,19216-56-9,Prazosin,"1-(4-Amino-6,7-dimethoxy-2-quinazolinyl)-4-(2-furanylcarbonyl)piperazine
2-(4-(2-Furoyl)piperazin-1-yl)-4-amino-6,7-dimethoxyquinazoline
Prazosina
Prazosine
Prazosinum",small molecule,Humans and other mammals,"Tablet
Tablet
Tablet
Capsule
Capsule
Capsule","Oral
Oral
Oral
Oral
Oral
Oral","1 mg
2 mg
5 mg
1 mg/1
2 mg/1
5 mg/1","For treatment of hypertension, symptomatic benign prostatic hyperplasia, and severe congestive heart failure. May also be used alone or in combination with &beta;-blockers in the preoperative management of signs and symptoms of pheochromocytoma. "
C(N(C([H])([H])[H])C(C(C(N1C2=C(C(=C(C(=C2[H])[H])[H])[H])C([H])([H])C([H])([H])C2=C1C(=C(C(=C2[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],"DB00458
DB08002",50-49-7,Imipramine,"10,11-dihydro-N,N-Dimethyl-5H-dibenz[b,F]azepine-5-propanamine
3-(5H-DIBENZO[b,F]azepin-5-yl)-N,N-dimethylpropan-1-amine
5-[3-(dimethylamino)Propyl]-10,11-dihydro-5H-dibenz[b,F]azepine
Antideprin
Imipramin
Imipramine
Imipraminum
Imizine
Irmin
Melipramine
N-(gamma-Dimethylaminopropyl)iminodibenzyl
N-(��-dimethylaminopropyl)iminodibenzyl",small molecule,Humans and other mammals,"Tablet
Tablet
Tablet
Tablet
Tablet
Tablet
Tablet
Tablet, film coated
Tablet, film coated
Tablet, film coated
Tablet, sugar coated
Tablet, sugar coated
Tablet, sugar coated
Capsule
Capsule
Capsule
Capsule","Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral","10 mg
25 mg
50 mg
75 mg
10 mg/1
25 mg/1
50 mg/1
10 mg/1
25 mg/1
50 mg/1
10 mg/1
25 mg/1
50 mg/1
100 mg/1
125 mg/1
150 mg/1
75 mg/1","For the relief of symptoms of depression and as temporary adjunctive therapy in reducing enuresis in children aged 6 years and older [FDA Label]. 
May also be used off-label to manage panic disorders with or without agoraphobia, as a second line agent for ADHD in children and adolescents, to manage bulimia nervosa, for short-term management of acute depressive episodes in bipolar disorder and schizophrenia, for the treatment of acute stress disorder and posttraumatic stress disorder, and for symptomatic treatment of postherpetic neuralgia and painful diabetic neuropathy [L1349,L1348,A31900,L1351,L1352,L1353,A31904]. "
C(OC1=C(C([H])([H])[H])C(C([H])([H])[H])=C(C(=C(C(C([H])([H])[H])=C(C(=C(C(C([H])([H])[H])=C(C(O[H])=O)[H])[H])[H])[H])[H])[H])C(C([H])([H])[H])=C1[H])([H])([H])[H],DB00459,55079-83-9,Acitretin,"(all-e)-9-(4-Methoxy-2,3,6-trimethylphenyl)-3,7-dimethyl-2,4,6,8-nonatetraenoic acid
Acetretin
Acitretin
Acitretina
Acitretine
Acitretinum
all-trans-3,7-Dimethyl-9-(4-methoxy-2,3,6-trimethylphenyl)-2,4,6,8-nonatetraenoic acid
Etretin
Neotigason",small molecule,Humans and other mammals,"Capsule
Capsule
Capsule
Capsule
Capsule
Capsule","Oral
Oral
Oral
Oral
Oral
Oral","10 mg/1
17.5 mg/1
22.5 mg/1
25 mg/1
10 mg
25 mg",For the treatment of severe psoriasis in adults.
C(OC1=C([H])C([H])=C2C(=C(C(C(C(C([H])([H])[H])=O)([H])[H])([H])[H])C(=C([H])C2=C1[H])[H])[H])([H])([H])[H],DB00461,42924-53-8,Nabumetone,"4-(6-Methoxy-2-naphthalenyl)-2-butanone
4-(6-Methoxy-2-naphthyl)-2-butanone
Nabumeton
Nabumetona
Nabum��tone
Nabumetone
Nabumetonum",small molecule,Humans and other mammals,"Tablet
Tablet
Tablet, film coated
Tablet, film coated
Tablet
Tablet","Oral
Oral
Oral
Oral
Oral
Oral","500 mg/1
750 mg/1
500 mg/1
750 mg/1
500 mg
750 mg",For acute and chronic treatment of signs and symptoms of osteoarthritis and rheumatoid arthritis.
C(C(C1(C(C([H])([H])[H])([H])[H])C(=O)N([H])C(=O)N(C([H])([H])[H])C1=O)([H])[H])([H])([H])[H],DB00463,50-11-3,Metharbital,"Metarbital
Metharbital
Metharbitalum",small molecule,Humans and other mammals,,,,Metharbital is used for the treatment of epilepsy.
C(C(C(C(C(C(C([H])([H])[H])([H])[H])(C(C(C(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])(OS([O-])(=O)=O)[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],DB00464,139-88-8,Sodium Tetradecyl Sulfate,"7-Ethyl-2-methyl-4-undecanol sulfate sodium salt
7-ethyl-2-methyl-4-undecanolsulfate, sodium salt
Natrii tetradecylis sulfa
Sodium 2-methyl-7-ethylundecanol-4-sulfate
Sodium 7-ethyl-2-methyl-4-undecanol sulfate
Sodium tetradecyl sulphate
Sodium tetradecylsulfate
STS
Tetradecilsulfato sodico
Tetradecyl sodium sulfate
Tetradecyl sulfate de sodium",small molecule,Humans and other mammals,"Solution
Solution
Solution
Solution","Intravenous
Intravenous
Intravenous
Intravenous","10 mg
30 mg
1 %
3 %",For the treatment of small uncomplicated varicose veins of the lower extremities that show simple dilation with competent valves.
C(C(N1C([H])=C(C(O[H])=O)C(=O)C2=C(C(F)=C(N=C12)N1C([H])([H])C([H])([H])N([H])C([H])([H])C1([H])[H])[H])([H])[H])([H])([H])[H],DB00467,74011-58-8,Enoxacin,"1-Ethyl-6-fluoro-1,4-dihydro-4-oxo-7-(1-piperazinyl)-1,8-naphthyridine-3-carboxylic acid
1-Ethyl-6-fluoro-4-oxo-7-piperazin-1-yl-1,4-dihydro-[1,8]naphthyridine-3-carboxylic acid
Enoxacin
Enoxacina
��noxacine
Enoxacino
Enoxacinum",small molecule,Enteric bacteria and other eubacteria,,,,"For the treatment of adults (&ge;18 years of age) with the following infections caused by susceptible strains of the designated microorganisms: (1) uncomplicated urethral or cervical gonorrhea due to <i>Neisseria gonorrhoeae</i>, (2) uncomplicated urinary tract infections (cystitis) due to <i>Escherichia coli</i>, <i>Staphylococcus epidermidis</i>, or <i>Staphylococcus saprophyticus</i>, and (3) complicated urinary tract infections due to <i>Escherichia coli</i>, <i>Klebsiella pneumoniae</i>, <i>Proteus mirabilis</i>, <i>Pseudomonas aeruginosa</i>, <i>Staphylococcus epidermidis</i>, or <i>Enterobacter cloacae</i>."
C(N1C(C(=O)N(C2=NC([H])=C([H])C([H])=C2[H])[H])=C(O[H])C2=C(C(=C(S2)[H])[H])S1(=O)=O)([H])([H])[H],DB00469,59804-37-4,Tenoxicam,"Tenoxicam
T��noxicam
Tenoxicamum",small molecule,Humans and other mammals,Tablet,Oral,20 mg,"For the treatment of rheumatoid arthritis, osteoarthritis, backache, and pain."
C(C(C#CC(C([H])([H])[H])(C1(C(C(=C([H])[H])[H])([H])[H])C(=O)N([H])C(=O)N(C([H])([H])[H])C1=O)[H])([H])[H])([H])([H])[H],DB00474,151-83-7,Methohexital,"(+-)-5-Allyl-1-methyl-5-(1-methyl-2-pentynyl)barbituric acid
5-Allyl-1-methyl-5-(1-methyl-2-pentynyl)-2,4,6(1H,3H,5H)-pyrimidinetrione
5-Allyl-1-methyl-5-(1-methyl-pent-2-ynyl)-pyrimidine-2,4,6-trione
5-Allyl-5-(3-hexyn-2-yl)-1-methylbarbituric acid
alpha-DL-1-Methyl-5-allyl-5-(1'-methylpentyn-2-yl)barbituric acid
Methohexital
Methohexitalum
Methohexitone
Metohexital",small molecule,Humans and other mammals,"Injection, powder, lyophilized, for solution
Injection, powder, lyophilized, for solution
Powder, for solution","Intramuscular; Intravenous; Rectal
Intramuscular; Intravenous; Rectal
Intravenous","2.5 g/1
500 mg/1
500 mg",Methohexital is indicated for use as an intravenous anaesthetic. It has also been commonly used to induce deep sedation.
C(N(C1=NC2=C(C(=C(Cl)C(=C2[H])[H])[H])C(C2=C([H])C([H])=C([H])C([H])=C2[H])=[N+]([O-])C1([H])[H])[H])([H])([H])[H],DB00475,58-25-3,Chlordiazepoxide,"7-chloro-2-methylamino-5-phenyl-3H-1,4-benzodiazepin-4-oxide
CDP
Chloradiazepoxide
Chlordiazepoxidum
Clopoxide
Methaminodiazepoxide",small molecule,Humans and other mammals,"Capsule
Capsule
Capsule
Tablet
Tablet, film coated
Capsule
Capsule
Capsule
Capsule, gelatin coated
Capsule, gelatin coated
Capsule, gelatin coated
Capsule","Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral","10 mg
25 mg
5 mg
10 mg/1
25 mg/1
5 mg/1
10 mg/1
25 mg/1
5 mg/1","For the management of anxiety disorders or for the short-term relief of symptoms of anxiety, withdrawal symptoms of acute alcoholism, and preoperative apprehension and anxiety."
C(N(C([H])([H])[H])C(C(C(N1C2=C(C(=C(C(=C2[H])[H])[H])[H])SC2=C1C(=C(Cl)C(=C2[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],DB00477,50-53-3,Chlorpromazine,"3-(2-chloro-10H-phenothiazin-10-yl)-N,N-dimethyl-1-propanamine
3-(2-chlorophenothiazin-10-yl)-N,N-dimethyl-propan-1-amine
Chlorpromazinum
Clorpromazina
CPZ
N-(3-dimethylaminopropyl)-3-chlorophenothiazine",small molecule,Humans and other mammals,"Tablet
Tablet
Tablet
Tablet
Tablet
Solution / drops
Syrup
Tablet, film coated
Tablet, film coated
Liquid
Solution
Injection
Tablet
Tablet
Tablet, film coated
Tablet, sugar coated
Tablet, sugar coated
Tablet, sugar coated
Tablet, sugar coated
Tablet, sugar coated
Liquid
Tablet
Tablet
Liquid
Liquid
Solution
Solution / drops
Suppository
Tablet
Tablet
Tablet
Tablet
Tablet","Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Intramuscular; Intravenous
Intramuscular; Intravenous
Intramuscular
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Intramuscular; Intravenous
Oral
Oral
Oral
Oral
Intramuscular; Intravenous
Oral
Rectal
Oral
Oral
Oral
Oral
Oral","111.4 mg
55.7 mg
111.6 mg
27.9 mg
55.8 mg
22.2 mg
44.5 mg
100 mg/1
50 mg/1
25 mg
25 mg
25 mg/mL
200 mg/1
50 mg/1
25 mg/1
10 mg/1
100 mg/1
200 mg/1
25 mg/1
50 mg/1
27.9 mg
25 mg
50 mg
100 mg
25 mg
50 mg
40 mg
100 mg
223.2 mg
11.16 mg
100 mg
25.0 mg
50.0 mg","For the treatment of schizophrenia; to control nausea and vomiting; for relief of restlessness and apprehension before surgery; for acute intermittent porphyria; as an adjunct in the treatment of tetanus; to control the manifestations of the manic type of manic-depressive illness; for relief of intractable hiccups; for the treatment of severe behavioral problems in children (1 to 12 years of age) marked by combativeness and/or explosive hyperexcitable behavior (out of proportion to immediate provocations), and in the short-term treatment of hyperactive children who show excessive motor activity with accompanying conduct disorders consisting of some or all of the following symptoms: impulsivity, difficulty sustaining attention, aggressivity, mood lability, and poor frustration tolerance."
O(C1=C([H])C([H])=C(C2=C(C(=O)C3=C([H])C([H])=C(OC(C(N4C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])([H])[H])([H])[H])C([H])=C3[H])C3=C(C(=C(O[H])C(=C3[H])[H])[H])S2)C([H])=C1[H])[H],DB00481,84449-90-1,Raloxifene,"(2-(4-Hydroxyphenyl)-6-hydroxybenzo(b)thien-3-yl)(4-(2-(1-piperidinyl)ethoxy)phenyl)methanone
Raloxif��ne
Raloxifeno
Raloxifenum",small molecule,Humans and other mammals,"Tablet
Tablet, film coated
Tablet
Tablet, film coated","Oral
Oral
Oral
Oral","60 mg
60 mg
60 mg/1
60 mg/1","For the prevention and treatment of osteoporosis in post-menopausal women, as well as prevention and treatment of corticosteroid-induced bone loss. Also for the reduction in the incidence of invasive breast cancer in postmenopausal women with osteoporosis or have a high risk for developing breast cancer."
C(C1=C([H])C([H])=C(C2=C([H])C(C(F)(F)F)=NN2C2=C([H])C([H])=C(S(N([H])[H])(=O)=O)C([H])=C2[H])C([H])=C1[H])([H])([H])[H],DB00482,169590-42-5,Celecoxib,"Celecoxib
C��l��coxib
Celecoxibum
P-(5-P-Tolyl-3-(trifluoromethyl)pyrazol-1-yl)benzenesulfonamide",small molecule,Humans and other mammals,"Kit
Capsule
Capsule
Capsule
Capsule
Capsule
Capsule
Kit
Capsule","Oral; Topical
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral","100 mg
200 mg
200 mg/1
100 mg/1
400 mg/1
50 mg/1
400 mg","For relief and management of osteoarthritis (OA), rheumatoid arthritis (RA), juvenile rheumatoid arthritis (JRA), ankylosing spondylitis, acute pain, primary dysmenorrhea and oral adjunct to usual care for patients with familial adenomatous polyposis"
C(C([N+](C(C([H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])C(C(OC1=C([H])C([H])=C([H])C(OC(C([N+](C(C([H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])=C1OC(C([N+](C(C([H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],DB00483,65-29-2,Gallamine Triethiodide,"Gallamin triethiodid
Gallamini Triethiodidum
Tri��thiodure de Gallamine
Trietioduro de galamina",small molecule,Humans and other mammals,Liquid,Intravenous,20 mg,For use as adjuncts to anesthesia to induce skeletal muscle relaxation and to facilitate the management of patients undergoing mechanical ventilation
BrC1=C(N(C2=NC([H])([H])C([H])([H])N2[H])[H])C([H])=C([H])C2=NC(=C(N=C12)[H])[H],DB00484,59803-98-4,Brimonidine,"5-Bromo-6-(2-imidazolin-2-ylamino)quinoxaline
Brimonidina
Brimonidine
Brimonidinum
Bromoxidine",small molecule,Humans and other mammals,"Liquid
Solution
Solution / drops
Solution / drops
Solution
Solution
Solution / drops
Solution / drops
Solution
Solution / drops
Solution / drops
Gel
Gel
Gel
Solution
Suspension
Suspension / drops","Ophthalmic
Ophthalmic
Ophthalmic
Ophthalmic
Ophthalmic
Ophthalmic
Ophthalmic
Ophthalmic
Ophthalmic
Ophthalmic
Ophthalmic
Cutaneous
Topical
Topical
Ophthalmic
Ophthalmic
Ophthalmic","0.2 %
0.15 %
1 mg/mL
1.5 mg/mL
1.5 mg/mL
2 mg/mL
2 mg/mg
2 mg/mL
.25 mg/mL
3 mg/g
5 mg/g
0.33 %
0.2 %",The ophthalmic solution is indicated for patients with open-angle glaucoma or ocular hypertension to lower intraocular pressure. The topical gel is indicated for the treatment of persistent (nontransient) facial erythema of rosacea in adults 18 years or older. 
C(C(N1C([H])=C(C(O[H])=O)C(=O)C2=C(C(F)=C(C([H])=C12)N1C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C1([H])[H])[H])([H])[H])([H])([H])[H],DB00487,70458-92-3,Pefloxacin,"Labocton
Pefloxacin
Pefloxacine
Pefloxacino
Pefloxacinum
PFLX",small molecule,Enteric bacteria and other eubacteria,,,,For the treatment of uncomplicated gonococcal urethritis in males and for gram-negative-bacterial infections in the gastrointestinal system and the genitourinary tract.
C(N(C([H])([H])[H])C1=NC(N(C([H])([H])[H])C([H])([H])[H])=NC(N(C([H])([H])[H])C([H])([H])[H])=N1)([H])([H])[H],DB00488,645-05-6,Altretamine,"2,4,6-Tris(dimethylamino)-1,3,5-triazine
2,4,6-Tris(dimethylamino)-S-triazine
Altretamin
Altretamina
Altr��tamine
Altretaminum
Hexamethylmelamine
Hexastat
HMM",small molecule,Humans and other mammals,"Capsule
Capsule","Oral
Oral","50 mg/1
50 mg",For use as a single agent in the palliative treatment of patients with persistent or recurrent ovarian cancer following first-line therapy with a cisplatin and/or alkylating agent-based combination.
O=C1C([H])([H])C2(C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C(=O)N1C(C(C(C(N1C([H])([H])C([H])([H])N(C2=NC([H])=C([H])C([H])=N2)C([H])([H])C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H],DB00490,36505-84-7,Buspirone,"8-(4-(4-(2-Pyrimidinyl)-1-piperizinyl)butyl)-8-azaspiro(4,5)decane-7,9-dione
Buspiron
Buspirona
Buspirone
Buspironum",small molecule,Humans and other mammals,"Tablet
Tablet
Tablet
Tablet
Tablet
Tablet
Tablet","Oral
Oral
Oral
Oral
Oral
Oral
Oral","10 mg
10 mg/1
15 mg/1
30 mg/1
5 mg/1
7.5 mg/1
5 mg","For the management of anxiety disorders or the short-term relief of the symptoms of anxiety, and also as an augmention of SSRI-treatment against depression."
C(C(N(C(C([H])([H])[H])([H])[H])C(=O)C(=C(C1=C([H])C([N+]([O-])=O)=C(O[H])C(O[H])=C1[H])[H])C#N)([H])[H])([H])([H])[H],DB00494,130929-57-6,Entacapone,"(e)-alpha-Cyano-N,N-diethyl-3,4-dihydroxy-5-nitrocinnamamide
Entacapona
Entacapone
Entacaponum
N,N-Diethyl-2-cyano-3-(3,4-dihydroxy-5-nitrophenyl) acrylamide",small molecule,Humans and other mammals,"Tablet, film coated
Tablet
Tablet, film coated
Tablet
Tablet, film coated
Tablet","Oral
Oral
Oral
Oral
Oral
Oral","200 mg
200 mg
200 mg/1
200 mg/1","Used as an adjunct to levodopa / carbidopa in the symptomatic treatment of patients with idiopathic Parkinson's Disease who experience the signs and symptoms of end-of-dose ""wearing-off""."
